RegionCode,City,State,Country,Countrylatitude,Countrylongitude,Region,Market
R1823,Borujerd,Lorestan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1824,Qazvin,Qazvin,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1825,Fasa,Fars,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1826,Takestan,Qazvin,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1827,Saqqez,Kordestan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1828,Torbat-e Heydariyeh,Razavi Khorasan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1829,Ahvaz,Khuzestan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1830,Bandar Abbas,Hormozgan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1831,Neyshabur,Razavi Khorasan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1832,Khorramshahr,Khuzestan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1833,Kashan,Esfahan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1834,Khomeynishahr,Esfahan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1835,Varamin,Tehran,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1836,Aligudarz,Lorestan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1837,Behbahan,Khuzestan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1838,Chalus,Mazandaran,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1839,Javanrud,Kermanshah,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1840,Iranshahr,Sistan Va Baluchestan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1841,Ilam,Ilam,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1842,Rafsanjan,Kerman,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1843,Shahreza,Esfahan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1844,Kazerun,Fars,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1845,Semnan,Semnan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1846,Zabol,Sistan Va Baluchestan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1847,Gorgan,Golestan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1848,Gonabad,Razavi Khorasan,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1849,Behshahr,Mazandaran,Iran,32.427908,53.688046,Southern Asia,Asia Pacific
R1850,Mosul,Ninawa,Iraq,33.223191,43.679291,Western Asia,Asia Pacific
R1851,Baghdad,Baghdad,Iraq,33.223191,43.679291,Western Asia,Asia Pacific
R1852,Arbil,Arbil,Iraq,33.223191,43.679291,Western Asia,Asia Pacific
R1853,Karbala',Karbala',Iraq,33.223191,43.679291,Western Asia,Asia Pacific
R1854,Al Hillah,Babil,Iraq,33.223191,43.679291,Western Asia,Asia Pacific
R1855,Basra,Al Basrah,Iraq,33.223191,43.679291,Western Asia,Asia Pacific
R1856,Samarra',Salah Ad Din,Iraq,33.223191,43.679291,Western Asia,Asia Pacific
R1857,Baqubah,Diyala,Iraq,33.223191,43.679291,Western Asia,Asia Pacific
R1858,An Nasiriyah,Dhi Qar,Iraq,33.223191,43.679291,Western Asia,Asia Pacific
R1859,Ad Diwaniyah,Al Qadisiyah,Iraq,33.223191,43.679291,Western Asia,Asia Pacific
R1860,Al Amarah,Maysan,Iraq,33.223191,43.679291,Western Asia,Asia Pacific
R1861,Cork,Cork,Ireland,53.41291,-8.24389,Northern Europe,Europe
R1862,Dublin,Dublin,Ireland,53.41291,-8.24389,Northern Europe,Europe
R1863,Tallaght,South Dublin,Ireland,53.41291,-8.24389,Northern Europe,Europe
R1864,Galway,Galway,Ireland,53.41291,-8.24389,Northern Europe,Europe
R1865,Jerusalem,Jerusalem,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1866,Ramat Aviv,Tel Aviv,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1867,Ashdod,Southern,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1868,Bene Beraq,Tel Aviv,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1869,Haifa,Haifa,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1870,Tel Aviv,Tel Aviv,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1871,Be'er Sheva,Southern,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1872,Ramat Gan,Tel Aviv,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1873,Holon,Tel Aviv,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1874,Rehovot,Central,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1875,Hadera,Haifa,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1876,Ashqelon,Southern,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1877,Hod HaSharon,Central,Israel,31.046051,34.851612,Western Asia,Asia Pacific
R1878,Sesto San Giovanni,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1879,Venice,Veneto,Italy,41.87194,12.56738,Southern Europe,Europe
R1880,Treviso,Veneto,Italy,41.87194,12.56738,Southern Europe,Europe
R1881,Crotone,Calabria,Italy,41.87194,12.56738,Southern Europe,Europe
R1882,Carrara,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1883,Palermo,Sicily,Italy,41.87194,12.56738,Southern Europe,Europe
R1884,Rome,Lazio,Italy,41.87194,12.56738,Southern Europe,Europe
R1885,Milan,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1886,Velletri,Lazio,Italy,41.87194,12.56738,Southern Europe,Europe
R1887,Pesaro,Marche,Italy,41.87194,12.56738,Southern Europe,Europe
R1888,Modena,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R1889,Altamura,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1890,Montecatini Terme,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1891,Naples,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1892,Taranto,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1893,Reggio nell'Emilia,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R1894,Florence,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1895,Trapani,Sicily,Italy,41.87194,12.56738,Southern Europe,Europe
R1896,Brescia,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1897,Latina,Lazio,Italy,41.87194,12.56738,Southern Europe,Europe
R1898,Turin,Piedmont,Italy,41.87194,12.56738,Southern Europe,Europe
R1899,Bari,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1900,Marano di Napoli,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1901,Genoa,Liguria,Italy,41.87194,12.56738,Southern Europe,Europe
R1902,Vicenza,Veneto,Italy,41.87194,12.56738,Southern Europe,Europe
R1903,Moncalieri,Piedmont,Italy,41.87194,12.56738,Southern Europe,Europe
R1904,Pescara,Abruzzi,Italy,41.87194,12.56738,Southern Europe,Europe
R1905,Portici,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1906,Catania,Sicily,Italy,41.87194,12.56738,Southern Europe,Europe
R1907,Pozzuoli,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1908,Grosseto,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1909,Acireale,Sicily,Italy,41.87194,12.56738,Southern Europe,Europe
R1910,Bologna,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R1911,Siena,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1912,Rimini,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R1913,Foligno,Umbria,Italy,41.87194,12.56738,Southern Europe,Europe
R1914,Brindisi,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1915,Aprilia,Lazio,Italy,41.87194,12.56738,Southern Europe,Europe
R1916,Cerignola,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1917,Vittoria,Sicily,Italy,41.87194,12.56738,Southern Europe,Europe
R1918,Pomezia,Lazio,Italy,41.87194,12.56738,Southern Europe,Europe
R1919,Cagliari,Sardinia,Italy,41.87194,12.56738,Southern Europe,Europe
R1920,Imola,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R1921,Monza,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1922,Cesena,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R1923,Tivoli,Lazio,Italy,41.87194,12.56738,Southern Europe,Europe
R1924,Molfetta,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1925,Capannori,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1926,Andria,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1927,Pistoia,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1928,Prato,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1929,Arezzo,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1930,Parma,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R1931,Sassari,Sardinia,Italy,41.87194,12.56738,Southern Europe,Europe
R1932,Como,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1933,Viterbo,Lazio,Italy,41.87194,12.56738,Southern Europe,Europe
R1934,Varese,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1935,Alessandria,Piedmont,Italy,41.87194,12.56738,Southern Europe,Europe
R1936,San Severo,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1937,Trento,Trentino-Alto Adige,Italy,41.87194,12.56738,Southern Europe,Europe
R1938,Messina,Sicily,Italy,41.87194,12.56738,Southern Europe,Europe
R1939,Marsala,Sicily,Italy,41.87194,12.56738,Southern Europe,Europe
R1940,Cinisello Balsamo,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1941,Ercolano,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1942,Ferrara,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R1943,Perugia,Umbria,Italy,41.87194,12.56738,Southern Europe,Europe
R1944,Ravenna,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R1945,Torre del Greco,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1946,Bergamo,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1947,Ancona,Marche,Italy,41.87194,12.56738,Southern Europe,Europe
R1948,Benevento,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1949,Afragola,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1950,Pisa,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1951,Trieste,Friuli-Venezia Giulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1952,Novara,Piedmont,Italy,41.87194,12.56738,Southern Europe,Europe
R1953,Busto Arsizio,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1954,Capua,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1955,Legnano,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1956,Casoria,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1957,La Spezia,Liguria,Italy,41.87194,12.56738,Southern Europe,Europe
R1958,Vigevano,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1959,Vignola,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R1960,Massa,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1961,Bolzano,Trentino-Alto Adige,Italy,41.87194,12.56738,Southern Europe,Europe
R1962,Rovigo,Veneto,Italy,41.87194,12.56738,Southern Europe,Europe
R1963,Foggia,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1964,Bitonto,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1965,Cremona,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1966,Modica,Sicily,Italy,41.87194,12.56738,Southern Europe,Europe
R1967,Fiumicino,Lazio,Italy,41.87194,12.56738,Southern Europe,Europe
R1968,Faenza,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R1969,Carpi,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R1970,Ragusa,Sicily,Italy,41.87194,12.56738,Southern Europe,Europe
R1971,Savona,Liguria,Italy,41.87194,12.56738,Southern Europe,Europe
R1972,Gallarate,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1973,Potenza,Basilicata,Italy,41.87194,12.56738,Southern Europe,Europe
R1974,Bisceglie,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1975,Battipaglia,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1976,Avellino,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1977,Castellammare di Stabia,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1978,Verona,Veneto,Italy,41.87194,12.56738,Southern Europe,Europe
R1979,Fano,Marche,Italy,41.87194,12.56738,Southern Europe,Europe
R1980,Marina di Carrara,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1981,Acerra,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1982,Agrigento,Sicily,Italy,41.87194,12.56738,Southern Europe,Europe
R1983,Guidonia Montecelio,Lazio,Italy,41.87194,12.56738,Southern Europe,Europe
R1984,Cercola,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1985,Chieti,Abruzzi,Italy,41.87194,12.56738,Southern Europe,Europe
R1986,Quartu Sant'Elena,Sardinia,Italy,41.87194,12.56738,Southern Europe,Europe
R1987,Chioggia,Veneto,Italy,41.87194,12.56738,Southern Europe,Europe
R1988,Caserta,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1989,Cosenza,Calabria,Italy,41.87194,12.56738,Southern Europe,Europe
R1990,Lucca,Tuscany,Italy,41.87194,12.56738,Southern Europe,Europe
R1991,Manfredonia,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1992,Boscoreale,Campania,Italy,41.87194,12.56738,Southern Europe,Europe
R1993,Treviglio,Lombardy,Italy,41.87194,12.56738,Southern Europe,Europe
R1994,Barletta,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1995,Anzio,Lazio,Italy,41.87194,12.56738,Southern Europe,Europe
R1996,Lecce,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R1997,Gela,Sicily,Italy,41.87194,12.56738,Southern Europe,Europe
R1998,Cuneo,Piedmont,Italy,41.87194,12.56738,Southern Europe,Europe
R1999,Trani,Apulia,Italy,41.87194,12.56738,Southern Europe,Europe
R2000,Teramo,Abruzzi,Italy,41.87194,12.56738,Southern Europe,Europe
R2001,Falconara Marittima,Marche,Italy,41.87194,12.56738,Southern Europe,Europe
R2002,Piacenza,Emilia-Romagna,Italy,41.87194,12.56738,Southern Europe,Europe
R2003,Civitavecchia,Lazio,Italy,41.87194,12.56738,Southern Europe,Europe
R2004,Asti,Piedmont,Italy,41.87194,12.56738,Southern Europe,Europe
R2005,Portmore,Saint Catherine,Jamaica,18.109581,-77.297508,Caribbean,LATAM
R2006,Spanish Town,Saint Catherine,Jamaica,18.109581,-77.297508,Caribbean,LATAM
R2007,Tokyo,Tokyo,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2008,Kita-ku,Hyogo,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2009,Toyohashi,Aichi,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2010,Atsugacho,Hokkaido,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2011,Hachinohe,Aomori,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2012,Hirakata,Osaka,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2013,Sakai,Ibaraki,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2014,Yao,Osaka,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2015,Matsubara,Oita,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2016,Himeji,Hyogo,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2017,Kawasaki,Fukuoka,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2018,Saga,Saga,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2019,Fukui,Fukui,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2020,Nagasaki,Nagasaki,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2021,Yokkaichi,Oita,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2022,Noda,Chiba,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2023,Sagamihara,Kanagawa,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2024,Kawasaki,Kanagawa,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2025,Kawagoe,Saitama,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2026,Koshigaya,Saitama,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2027,Kure,Hiroshima,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2028,Ueda,Nagano,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2029,Sakai,Osaka,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2030,Fukuyama,Hiroshima,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2031,Shimonoseki,Yamaguchi,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2032,Hiratsuka,Kanagawa,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2033,Aoba-ku,Kanagawa,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2034,Kurashiki,Okayama,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2035,Fuji,Shizuoka,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2036,Funabashi,Chiba,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2037,Kasugai,Aichi,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2038,Sakai,Gunma,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2039,Handa,Aichi,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2040,Ube,Yamaguchi,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2041,Tottori,Tottori,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2042,Chigasaki,Kanagawa,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2043,Takatsuki,Osaka,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2044,Fujisawa,Kanagawa,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2045,Takamatsu,Ishikawa,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2046,Edogawa-ku,Tokyo,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2047,Anjo,Aichi,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2048,Ibaraki,Osaka,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2049,Nishinomiya,Hyogo,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2050,Matsumoto,Nagano,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2051,Oyama,Tochigi,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2052,Takamatsu,Kagawa,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2053,Yokkaichi,Mie,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2054,Tsukuba,Ibaraki,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2055,Kita-ku,Osaka,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2056,Ichikawa,Chiba,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2057,Katsushika-ku,Tokyo,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2058,Amagasaki,Hyogo,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2059,Nagaoka,Shizuoka,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2060,Hamamatsu,Shizuoka,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2061,Matsudo,Chiba,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2062,Takasaki,Gunma,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2063,Kawaguchi,Saitama,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2064,Kawaguchi,Chiba,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2065,Asahikawa,Hokkaido,Japan,36.204824,138.252924,Eastern Asia,Asia Pacific
R2066,Wadi as Sir,'Amman,Jordan,30.585164,36.238414,Western Asia,Asia Pacific
R2067,Amman,'Amman,Jordan,30.585164,36.238414,Western Asia,Asia Pacific
R2068,Irbid,Irbid,Jordan,30.585164,36.238414,Western Asia,Asia Pacific
R2069,Astana,Astana,Kazakhstan,48.019573,66.923684,Central Asia,Asia Pacific
R2070,Taraz,Zhambyl,Kazakhstan,48.019573,66.923684,Central Asia,Asia Pacific
R2071,Kokshetau,Aqmola,Kazakhstan,48.019573,66.923684,Central Asia,Asia Pacific
R2072,Temirtau,Qaraghandy,Kazakhstan,48.019573,66.923684,Central Asia,Asia Pacific
R2073,Almaty,Almaty City,Kazakhstan,48.019573,66.923684,Central Asia,Asia Pacific
R2074,Qaraghandy,Qaraghandy,Kazakhstan,48.019573,66.923684,Central Asia,Asia Pacific
R2075,Qostanay,Qostanay,Kazakhstan,48.019573,66.923684,Central Asia,Asia Pacific
R2076,Sarkand,Almaty,Kazakhstan,48.019573,66.923684,Central Asia,Asia Pacific
R2077,Pavlodar,Pavlodar,Kazakhstan,48.019573,66.923684,Central Asia,Asia Pacific
R2078,Ekibastuz,Pavlodar,Kazakhstan,48.019573,66.923684,Central Asia,Asia Pacific
R2079,Taldyqorghan,Almaty,Kazakhstan,48.019573,66.923684,Central Asia,Asia Pacific
R2080,Dzhezkazgan,Qaraghandy,Kazakhstan,48.019573,66.923684,Central Asia,Asia Pacific
R2081,Nairobi,Nairobi,Kenya,-0.023559,37.906193,Eastern Africa,Africa
R2082,Mombasa,Coast,Kenya,-0.023559,37.906193,Eastern Africa,Africa
R2083,Thika,Central,Kenya,-0.023559,37.906193,Eastern Africa,Africa
R2084,Kisumu,Nyanza,Kenya,-0.023559,37.906193,Eastern Africa,Africa
R2085,Nakuru,Rift Valley,Kenya,-0.023559,37.906193,Eastern Africa,Africa
R2086,Marsabit,Eastern,Kenya,-0.023559,37.906193,Eastern Africa,Africa
R2087,Kuwait City,Al Asimah,Kuwait,29.31166,47.481766,Western Asia,Asia Pacific
R2088,Osh,Osh,Kyrgyzstan,41.20438,74.766098,Central Asia,Asia Pacific
R2089,Bishkek,Bishkek,Kyrgyzstan,41.20438,74.766098,Central Asia,Asia Pacific
R2090,Vientiane,Vientiane Prefecture,Laos,19.85627,102.495496,Southeastern Asia,Asia Pacific
R2091,Beirut,Beirut,Lebanon,33.854721,35.862285,Western Asia,Asia Pacific
R2092,Tripoli,North Lebanon,Lebanon,33.854721,35.862285,Western Asia,Asia Pacific
R2093,Maseru,Maseru,Lesotho,-29.609988,28.233608,Southern Africa,Africa
R2094,Monrovia,Montserrado,Liberia,6.428055,-9.429499,Western Africa,Africa
R2095,Zwedru,Grand Gedeh,Liberia,6.428055,-9.429499,Western Africa,Africa
R2096,Benghazi,Banghazi,Libya,26.3351,17.228331,North Africa,Africa
R2097,Al Khums,Al Marqab,Libya,26.3351,17.228331,North Africa,Africa
R2098,Misratah,Misratah,Libya,26.3351,17.228331,North Africa,Africa
R2099,Klaipeda,Klaipeda,Lithuania,55.169438,23.881275,Northern Europe,Europe
R2100,Panevezys,Panevezys,Lithuania,55.169438,23.881275,Northern Europe,Europe
R2101,Vilnius,Vilnius,Lithuania,55.169438,23.881275,Northern Europe,Europe
R2102,Kaunas,Kaunas,Lithuania,55.169438,23.881275,Northern Europe,Europe
R2103,Siauliai,Šiauliai,Lithuania,55.169438,23.881275,Northern Europe,Europe
R2104,Luxembourg,Luxembourg,Luxembourg,49.815273,6.129583,Western Europe,Europe
R2105,Kumanovo,Kumanovo,Macedonia [FYROM],41.608635,21.745275,Southern Europe,Europe
R2106,Bitola,Bitola,Macedonia [FYROM],41.608635,21.745275,Southern Europe,Europe
R2107,Antsiranana,Diana,Madagascar,-18.766947,46.869107,Eastern Africa,Africa
R2108,Antananarivo,Analamanga,Madagascar,-18.766947,46.869107,Eastern Africa,Africa
R2109,Toliara,Atsimo-Andrefana,Madagascar,-18.766947,46.869107,Eastern Africa,Africa
R2110,Toamasina,Atsinanana,Madagascar,-18.766947,46.869107,Eastern Africa,Africa
R2111,Mahajanga,Boeny,Madagascar,-18.766947,46.869107,Eastern Africa,Africa
R2112,Fianarantsoa,Haute-Matsiatra,Madagascar,-18.766947,46.869107,Eastern Africa,Africa
R2113,Lilongwe,Lilongwe,Malawi,-13.254308,34.301525,Eastern Africa,Africa
R2114,Kuala Lumpur,Kuala Lumpur,Malaysia,4.210484,101.975766,Southeastern Asia,Asia Pacific
R2115,Seremban,Negeri Sembilan,Malaysia,4.210484,101.975766,Southeastern Asia,Asia Pacific
R2116,Kota Kinabalu,Sabah,Malaysia,4.210484,101.975766,Southeastern Asia,Asia Pacific
R2117,Ipoh,Perak,Malaysia,4.210484,101.975766,Southeastern Asia,Asia Pacific
R2118,Kuching,Sarawak,Malaysia,4.210484,101.975766,Southeastern Asia,Asia Pacific
R2119,Shah Alam,Selangor,Malaysia,4.210484,101.975766,Southeastern Asia,Asia Pacific
R2120,Tawau,Sabah,Malaysia,4.210484,101.975766,Southeastern Asia,Asia Pacific
R2121,Sandakan,Sabah,Malaysia,4.210484,101.975766,Southeastern Asia,Asia Pacific
R2122,Kuantan,Pahang,Malaysia,4.210484,101.975766,Southeastern Asia,Asia Pacific
R2123,Taiping,Perak,Malaysia,4.210484,101.975766,Southeastern Asia,Asia Pacific
R2124,Kuala Terengganu,Trengganu,Malaysia,4.210484,101.975766,Southeastern Asia,Asia Pacific
R2125,Bamako,Bamako,Mali,17.570692,-3.996166,Western Africa,Africa
R2126,Kayes,Kayes,Mali,17.570692,-3.996166,Western Africa,Africa
R2127,Sikasso,Sikasso,Mali,17.570692,-3.996166,Western Africa,Africa
R2128,Mopti,Mopti,Mali,17.570692,-3.996166,Western Africa,Africa
R2129,Fort-de-France,Martinique,Martinique,14.641528,-61.024174,Caribbean,LATAM
R2130,Nouakchott,Nouakchott,Mauritania,21.00789,-10.940835,Western Africa,Africa
R2131,Tijuana,Baja California,Mexico,23.634501,-102.552784,Central America,LATAM
R2132,Coatzacoalcos,Veracruz,Mexico,23.634501,-102.552784,Central America,LATAM
R2133,Monclova,Coahuila,Mexico,23.634501,-102.552784,Central America,LATAM
R2134,Coyoacán,Distrito Federal,Mexico,23.634501,-102.552784,Central America,LATAM
R2135,Puebla,Puebla,Mexico,23.634501,-102.552784,Central America,LATAM
R2136,Mexicali,Baja California,Mexico,23.634501,-102.552784,Central America,LATAM
R2137,Monterrey,Nuevo León,Mexico,23.634501,-102.552784,Central America,LATAM
R2138,Hermosillo,Sonora,Mexico,23.634501,-102.552784,Central America,LATAM
R2139,Zapopan,Jalisco,Mexico,23.634501,-102.552784,Central America,LATAM
R2140,Mexico City,Distrito Federal,Mexico,23.634501,-102.552784,Central America,LATAM
R2141,León,Guanajuato,Mexico,23.634501,-102.552784,Central America,LATAM
R2142,Nicolás Romero,México,Mexico,23.634501,-102.552784,Central America,LATAM
